venue_id,name,city,state,country,capacity,venue_type,address,postal_code,created_at,updated_at
ven_000179,Metro Colorado Springs Venue 8,Colorado Springs,CO,USA,4322,amphitheater,7579 Broadway,16518,2025-11-17T02:43:33.087272,2025-11-17T02:43:33.087272
ven_000180,Colorado Springs House 9,Colorado Springs,CO,USA,5991,amphitheater,3610 Park Ave,87969,2025-11-17T02:43:33.087276,2025-11-17T02:43:33.087276
ven_000181,Classic Cleveland Venue 0,Cleveland,OH,USA,27392,stadium,2967 Broadway,31191,2025-11-17T02:43:33.087280,2025-11-17T02:43:33.087280
ven_000182,Downtown New Orleans Auditorium 1,New Orleans,LA,USA,11839,amphitheater,3228 Broadway,18853,2025-11-17T02:43:33.087283,2025-11-17T02:43:33.087284
ven_000183,Imperial Cleveland Amphitheater 2,Cleveland,OH,USA,655,theater,5334 Broadway,52955,2025-11-17T02:43:33.087288,2025-11-17T02:43:33.087288
ven_000184,Fresno House 3,Fresno,CA,USA,9572,arena,5188 Main St,26962,2025-11-17T02:43:33.087291,2025-11-17T02:43:33.087292
ven_000185,Grand Colorado Springs Theater 4,Colorado Springs,CO,USA,4001,hall,6624 Market St,83091,2025-11-17T02:43:33.087296,2025-11-17T02:43:33.087296
ven_000186,Royal Raleigh Amphitheater 5,Raleigh,NC,USA,1903,theater,7656 Market St,32643,2025-11-17T02:43:33.087301,2025-11-17T02:43:33.087301
ven_000187,Colorado Springs Center 6,Colorado Springs,CO,USA,13293,amphitheater,7536 Center St,92767,2025-11-17T02:43:33.087304,2025-11-17T02:43:33.087304
ven_000188,Las Vegas Hall 7,Las Vegas,NV,USA,3823,hall,6866 Market St,67687,2025-11-17T02:43:33.087308,2025-11-17T02:43:33.087308
ven_000189,Imperial San Jose Club 8,San Jose,CA,USA,6531,arena,5204 Center St,67509,2025-11-17T02:43:33.087312,2025-11-17T02:43:33.087312
ven_000190,Grand Tampa Venue 9,Tampa,FL,USA,140,club,9122 Broadway,42172,2025-11-17T02:43:33.087316,2025-11-17T02:43:33.087316
ven_000191,Wichita Stadium 0,Wichita,KS,USA,2483,hall,7789 Market St,91919,2025-11-17T02:43:33.087320,2025-11-17T02:43:33.087320
ven_000192,Modern Anaheim Arena 1,Anaheim,CA,USA,4825,hall,5432 Broadway,51902,2025-11-17T02:43:33.087323,2025-11-17T02:43:33.087323
ven_000193,Royal Fort Worth Hall 2,Fort Worth,TX,USA,122,club,3796 Park Ave,57160,2025-11-17T02:43:33.087327,2025-11-17T02:43:33.087327
ven_000194,New York Amphitheater 3,New York,NY,USA,2193,hall,9012 Center St,61817,2025-11-17T02:43:33.087331,2025-11-17T02:43:33.087331
ven_000195,Majestic Honolulu Theater 4,Honolulu,HI,USA,3376,hall,5247 Broadway,80688,2025-11-17T02:43:33.087335,2025-11-17T02:43:33.087335
ven_000196,Metro Los Angeles Center 5,Los Angeles,CA,USA,4596,amphitheater,6226 Center St,38299,2025-11-17T02:43:33.087338,2025-11-17T02:43:33.087338
ven_000197,Jacksonville Amphitheater 6,Jacksonville,FL,USA,14688,arena,6658 Park Ave,11374,2025-11-17T02:43:33.087342,2025-11-17T02:43:33.087342
ven_000198,Majestic Colorado Springs Hall 7,Colorado Springs,CO,USA,4918,hall,5819 Park Ave,24628,2025-11-17T02:43:33.087346,2025-11-17T02:43:33.087346
ven_000199,Majestic Miami Amphitheater 8,Miami,FL,USA,3858,hall,478 Park Ave,42782,2025-11-17T02:43:33.087350,2025-11-17T02:43:33.087350
ven_000200,Modern Phoenix Auditorium 9,Phoenix,AZ,USA,3587,hall,6985 Broadway,16901,2025-11-17T02:43:33.087355,2025-11-17T02:43:33.087355
ven_000201,Historic Wichita Hall 0,Wichita,KS,USA,54663,stadium,9364 Market St,94371,2025-11-17T02:43:33.087359,2025-11-17T02:43:33.087359
ven_000202,Indianapolis Theater 1,Indianapolis,IN,USA,2025,hall,7569 Park Ave,46567,2025-11-17T02:43:33.087363,2025-11-17T02:43:33.087363
ven_000203,Memphis Palace 2,Memphis,TN,USA,1595,hall,7134 Park Ave,73061,2025-11-17T02:43:33.087366,2025-11-17T02:43:33.087366
ven_000204,Modern Portland Palace 3,Portland,OR,USA,3151,hall,7546 Market St,59120,2025-11-17T02:43:33.087372,2025-11-17T02:43:33.087372
ven_000205,Downtown Sacramento House 4,Sacramento,CA,USA,14973,amphitheater,1820 Broadway,34641,2025-11-17T02:43:33.087375,2025-11-17T02:43:33.087375
ven_000206,The Oakland Club 5,Oakland,CA,USA,878,theater,1216 Main St,49298,2025-11-17T02:43:33.087379,2025-11-17T02:43:33.087379
ven_000207,Royal New Orleans Amphitheater 6,New Orleans,LA,USA,22279,stadium,7394 Center St,89175,2025-11-17T02:43:33.087383,2025-11-17T02:43:33.087383
ven_000208,Grand Los Angeles Stadium 7,Los Angeles,CA,USA,5825,arena,164 Park Ave,33403,2025-11-17T02:43:33.087387,2025-11-17T02:43:33.087387
ven_000209,Portland Pavilion 8,Portland,OR,USA,15852,arena,9956 Main St,38478,2025-11-17T02:43:33.087391,2025-11-17T02:43:33.087391
ven_000210,Royal Nashville Pavilion 9,Nashville,TN,USA,7711,amphitheater,1543 Broadway,71724,2025-11-17T02:43:33.087394,2025-11-17T02:43:33.087394
ven_000211,Uptown Minneapolis House 0,Minneapolis,MN,USA,29417,stadium,6421 Broadway,18027,2025-11-17T02:43:33.087398,2025-11-17T02:43:33.087398
ven_000212,Majestic Phoenix Theater 1,Phoenix,AZ,USA,278,club,3524 Park Ave,18282,2025-11-17T02:43:33.087402,2025-11-17T02:43:33.087402
ven_000213,Majestic Kansas City Club 2,Kansas City,MO,USA,44519,stadium,7780 Park Ave,97061,2025-11-17T02:43:33.087406,2025-11-17T02:43:33.087406
ven_000214,Uptown Honolulu Venue 3,Honolulu,HI,USA,409,club,1966 Park Ave,43568,2025-11-17T02:43:33.087410,2025-11-17T02:43:33.087410
ven_000215,Tulsa Auditorium 4,Tulsa,OK,USA,58531,stadium,2246 Main St,96724,2025-11-17T02:43:33.087414,2025-11-17T02:43:33.087414
ven_000216,Memphis Pavilion 5,Memphis,TN,USA,2578,hall,7897 Main St,44132,2025-11-17T02:43:33.087417,2025-11-17T02:43:33.087417
ven_000217,Chicago Club 6,Chicago,IL,USA,11412,amphitheater,8977 Market St,86127,2025-11-17T02:43:33.087421,2025-11-17T02:43:33.087421
ven_000218,Majestic Wichita Pavilion 7,Wichita,KS,USA,1298,hall,4810 Park Ave,66279,2025-11-17T02:43:33.087425,2025-11-17T02:43:33.087425
ven_000219,Raleigh Hall 8,Raleigh,NC,USA,486,club,4263 Main St,46340,2025-11-17T02:43:33.087434,2025-11-17T02:43:33.087434
ven_000220,Tulsa Amphitheater 9,Tulsa,OK,USA,235,club,8351 Market St,68504,2025-11-17T02:43:33.087438,2025-11-17T02:43:33.087438
ven_000221,Royal Seattle Auditorium 0,Seattle,WA,USA,1639,theater,7442 Market St,12819,2025-11-17T02:43:33.087442,2025-11-17T02:43:33.087442
ven_000222,Historic San Antonio Amphitheater 1,San Antonio,TX,USA,19678,arena,8307 Center St,91540,2025-11-17T02:43:33.087446,2025-11-17T02:43:33.087446
ven_000223,San Jose Center 2,San Jose,CA,USA,11482,amphitheater,6634 Park Ave,70428,2025-11-17T02:43:33.087450,2025-11-17T02:43:33.087450
ven_000224,Imperial San Diego House 3,San Diego,CA,USA,2068,hall,7 Center St,41498,2025-11-17T02:43:33.087453,2025-11-17T02:43:33.087453
ven_000225,The Minneapolis House 4,Minneapolis,MN,USA,1726,theater,5184 Center St,10225,2025-11-17T02:43:33.087457,2025-11-17T02:43:33.087457
ven_000226,Metro Seattle Stadium 5,Seattle,WA,USA,4141,hall,3046 Main St,33831,2025-11-17T02:43:33.087461,2025-11-17T02:43:33.087461
ven_000227,Central Detroit Hall 6,Detroit,MI,USA,306,club,1950 Market St,21639,2025-11-17T02:43:33.087465,2025-11-17T02:43:33.087465
ven_000228,Imperial Chicago Pavilion 7,Chicago,IL,USA,37234,stadium,7079 Center St,79882,2025-11-17T02:43:33.087469,2025-11-17T02:43:33.087469
ven_000229,The Portland Venue 8,Portland,OR,USA,11290,amphitheater,9764 Main St,59032,2025-11-17T02:43:33.087472,2025-11-17T02:43:33.087472
ven_000230,Sacramento Amphitheater 9,Sacramento,CA,USA,2110,hall,1084 Main St,98874,2025-11-17T02:43:33.087476,2025-11-17T02:43:33.087476
ven_000231,Grand Honolulu Palace 0,Honolulu,HI,USA,456,club,6056 Broadway,73729,2025-11-17T02:43:33.087481,2025-11-17T02:43:33.087481
ven_000232,Modern Chicago Club 1,Chicago,IL,USA,591,theater,8146 Park Ave,23646,2025-11-17T02:43:33.087485,2025-11-17T02:43:33.087486
ven_000233,Portland Amphitheater 2,Portland,OR,USA,4729,hall,1220 Market St,43467,2025-11-17T02:43:33.087489,2025-11-17T02:43:33.087489
ven_000234,The Albuquerque Auditorium 3,Albuquerque,NM,USA,6589,amphitheater,3027 Park Ave,83370,2025-11-17T02:43:33.087493,2025-11-17T02:43:33.087494
ven_000235,Classic Denver Arena 4,Denver,CO,USA,7870,amphitheater,6667 Main St,65159,2025-11-17T02:43:33.087497,2025-11-17T02:43:33.087497
ven_000236,Nashville Stadium 5,Nashville,TN,USA,5369,amphitheater,816 Main St,75619,2025-11-17T02:43:33.087502,2025-11-17T02:43:33.087503
ven_000237,Historic Kansas City Stadium 6,Kansas City,MO,USA,193,club,5463 Broadway,22222,2025-11-17T02:43:33.087507,2025-11-17T02:43:33.087507
ven_000238,Classic Chicago Pavilion 7,Chicago,IL,USA,1287,hall,5836 Park Ave,93574,2025-11-17T02:43:33.087510,2025-11-17T02:43:33.087510
ven_000239,Imperial Houston Auditorium 8,Houston,TX,USA,36215,stadium,8294 Park Ave,20868,2025-11-17T02:43:33.087514,2025-11-17T02:43:33.087514
ven_000240,Majestic Houston Club 9,Houston,TX,USA,2354,hall,7753 Market St,78510,2025-11-17T02:43:33.087518,2025-11-17T02:43:33.087518
ven_000241,Las Vegas Arena 0,Las Vegas,NV,USA,12115,arena,8245 Broadway,21982,2025-11-17T02:43:33.087522,2025-11-17T02:43:33.087522
ven_000242,The New York Venue 1,New York,NY,USA,45234,stadium,4149 Park Ave,59961,2025-11-17T02:43:33.087525,2025-11-17T02:43:33.087526
ven_000243,Uptown Philadelphia Amphitheater 2,Philadelphia,PA,USA,148,club,9252 Market St,13973,2025-11-17T02:43:33.087529,2025-11-17T02:43:33.087529
ven_000244,The Portland Amphitheater 3,Portland,OR,USA,79215,stadium,5372 Center St,43702,2025-11-17T02:43:33.087533,2025-11-17T02:43:33.087533
ven_000245,San Diego Palace 4,San Diego,CA,USA,38983,stadium,7687 Broadway,91009,2025-11-17T02:43:33.087537,2025-11-17T02:43:33.087537
ven_000246,Downtown Cleveland Hall 5,Cleveland,OH,USA,8829,arena,3246 Market St,57386,2025-11-17T02:43:33.087541,2025-11-17T02:43:33.087541
ven_000247,Grand Omaha Hall 6,Omaha,NE,USA,1529,hall,3636 Broadway,92306,2025-11-17T02:43:33.087544,2025-11-17T02:43:33.087544
ven_000248,Raleigh Pavilion 7,Raleigh,NC,USA,10762,arena,7208 Market St,76955,2025-11-17T02:43:33.087548,2025-11-17T02:43:33.087548
ven_000249,Grand Tulsa Theater 8,Tulsa,OK,USA,19326,arena,6907 Center St,44027,2025-11-17T02:43:33.087553,2025-11-17T02:43:33.087553
ven_000250,Portland Auditorium 9,Portland,OR,USA,14729,amphitheater,9161 Market St,56938,2025-11-17T02:43:33.087558,2025-11-17T02:43:33.087558
ven_000251,Classic Cleveland Center 0,Cleveland,OH,USA,1579,theater,4602 Center St,88269,2025-11-17T02:43:33.087563,2025-11-17T02:43:33.087563
ven_000252,Grand Cleveland Center 1,Cleveland,OH,USA,11576,arena,7722 Broadway,38814,2025-11-17T02:43:33.087567,2025-11-17T02:43:33.087567
ven_000253,Historic Seattle Center 2,Seattle,WA,USA,4654,hall,164 Market St,32084,2025-11-17T02:43:33.087571,2025-11-17T02:43:33.087571
ven_000254,Classic Los Angeles Center 3,Los Angeles,CA,USA,763,theater,2550 Park Ave,98846,2025-11-17T02:43:33.087575,2025-11-17T02:43:33.087575
ven_000255,Grand Portland Amphitheater 4,Portland,OR,USA,12736,arena,2873 Broadway,17741,2025-11-17T02:43:33.087579,2025-11-17T02:43:33.087579
ven_000256,San Jose House 5,San Jose,CA,USA,382,club,6298 Market St,97628,2025-11-17T02:43:33.087583,2025-11-17T02:43:33.087583
ven_000257,Detroit Hall 6,Detroit,MI,USA,13171,amphitheater,3291 Broadway,67455,2025-11-17T02:43:33.087588,2025-11-17T02:43:33.087588
ven_000258,Grand Austin Palace 7,Austin,TX,USA,29227,stadium,2903 Broadway,13430,2025-11-17T02:43:33.087592,2025-11-17T02:43:33.087592
ven_000259,Classic Houston Venue 8,Houston,TX,USA,353,club,6282 Center St,81334,2025-11-17T02:43:33.087597,2025-11-17T02:43:33.087597
ven_000260,New York Amphitheater 9,New York,NY,USA,34451,stadium,4225 Park Ave,52000,2025-11-17T02:43:33.087601,2025-11-17T02:43:33.087601
ven_000261,Cleveland Palace 0,Cleveland,OH,USA,994,theater,6909 Center St,15573,2025-11-17T02:43:33.087605,2025-11-17T02:43:33.087605
ven_000262,Oakland Theater 1,Oakland,CA,USA,72331,stadium,1831 Market St,51910,2025-11-17T02:43:33.087610,2025-11-17T02:43:33.087611
ven_000263,Jacksonville Pavilion 2,Jacksonville,FL,USA,19347,arena,6889 Park Ave,96368,2025-11-17T02:43:33.087614,2025-11-17T02:43:33.087614
ven_000264,Historic Minneapolis Theater 3,Minneapolis,MN,USA,6172,arena,5358 Main St,52104,2025-11-17T02:43:33.087618,2025-11-17T02:43:33.087618
ven_000265,Metro Columbus Center 4,Columbus,OH,USA,4886,amphitheater,7554 Main St,80938,2025-11-17T02:43:33.087622,2025-11-17T02:43:33.087622
ven_000266,Imperial Seattle Club 5,Seattle,WA,USA,377,club,7515 Park Ave,68585,2025-11-17T02:43:33.087626,2025-11-17T02:43:33.087626
ven_000267,Las Vegas Club 6,Las Vegas,NV,USA,423,club,1242 Main St,56706,2025-11-17T02:43:33.087630,2025-11-17T02:43:33.087630
ven_000268,Metro San Diego Arena 7,San Diego,CA,USA,13904,amphitheater,981 Broadway,70596,2025-11-17T02:43:33.087634,2025-11-17T02:43:33.087634
ven_000269,Los Angeles Center 8,Los Angeles,CA,USA,5293,arena,6906 Market St,95734,2025-11-17T02:43:33.087638,2025-11-17T02:43:33.087638
ven_000270,Imperial Boston Theater 9,Boston,MA,USA,2092,hall,5657 Park Ave,37114,2025-11-17T02:43:33.087642,2025-11-17T02:43:33.087642
ven_000271,Grand Mesa Club 0,Mesa,AZ,USA,61409,stadium,4472 Market St,39201,2025-11-17T02:43:33.087645,2025-11-17T02:43:33.087645
ven_000272,Portland Pavilion 1,Portland,OR,USA,4613,amphitheater,8716 Main St,85640,2025-11-17T02:43:33.087649,2025-11-17T02:43:33.087649
ven_000273,Charlotte House 2,Charlotte,NC,USA,28535,stadium,1890 Broadway,99463,2025-11-17T02:43:33.087653,2025-11-17T02:43:33.087653
ven_000274,Central Charlotte House 3,Charlotte,NC,USA,41878,stadium,1107 Broadway,94454,2025-11-17T02:43:33.087657,2025-11-17T02:43:33.087657
ven_000275,The Honolulu Arena 4,Honolulu,HI,USA,217,club,9052 Broadway,98806,2025-11-17T02:43:33.087660,2025-11-17T02:43:33.087661
ven_000276,Uptown Anaheim Arena 5,Anaheim,CA,USA,16049,arena,8658 Center St,15843,2025-11-17T02:43:33.087666,2025-11-17T02:43:33.087666
ven_000277,Central Dallas Pavilion 6,Dallas,TX,USA,768,theater,8805 Center St,92201,2025-11-17T02:43:33.087670,2025-11-17T02:43:33.087670
ven_000278,Grand Tampa Hall 7,Tampa,FL,USA,1645,hall,1084 Market St,59002,2025-11-17T02:43:33.087675,2025-11-17T02:43:33.087676
ven_000279,Nashville Venue 8,Nashville,TN,USA,1395,theater,9505 Main St,90330,2025-11-17T02:43:33.087679,2025-11-17T02:43:33.087679
ven_000280,Majestic Atlanta Pavilion 9,Atlanta,GA,USA,6320,arena,5984 Center St,11337,2025-11-17T02:43:33.087683,2025-11-17T02:43:33.087683
ven_000281,St. Louis Venue 0,St. Louis,MO,USA,1655,hall,4283 Center St,66009,2025-11-17T02:43:33.087687,2025-11-17T02:43:33.087687
ven_000282,Majestic Tulsa Center 1,Tulsa,OK,USA,41809,stadium,9124 Park Ave,97943,2025-11-17T02:43:33.087691,2025-11-17T02:43:33.087691
ven_000283,Central Miami Palace 2,Miami,FL,USA,13221,arena,9434 Broadway,20521,2025-11-17T02:43:33.087695,2025-11-17T02:43:33.087695
ven_000284,Houston Hall 3,Houston,TX,USA,496,club,7450 Main St,98348,2025-11-17T02:43:33.087699,2025-11-17T02:43:33.087699
ven_000285,Tucson Palace 4,Tucson,AZ,USA,8988,amphitheater,2603 Center St,36409,2025-11-17T02:43:33.087703,2025-11-17T02:43:33.087703
ven_000286,Metro Seattle Arena 5,Seattle,WA,USA,56143,stadium,9502 Broadway,96008,2025-11-17T02:43:33.087706,2025-11-17T02:43:33.087706
ven_000287,The Omaha Hall 6,Omaha,NE,USA,209,club,3772 Main St,95854,2025-11-17T02:43:33.087712,2025-11-17T02:43:33.087712
ven_000288,Baltimore Club 7,Baltimore,MD,USA,4184,hall,634 Market St,63228,2025-11-17T02:43:33.087716,2025-11-17T02:43:33.087716
ven_000289,Central Colorado Springs Venue 8,Colorado Springs,CO,USA,47980,stadium,4248 Broadway,88191,2025-11-17T02:43:33.087720,2025-11-17T02:43:33.087720
ven_000290,Grand Mesa Stadium 9,Mesa,AZ,USA,4471,hall,7507 Market St,78258,2025-11-17T02:43:33.087724,2025-11-17T02:43:33.087724
ven_000291,Grand Anaheim Stadium 0,Anaheim,CA,USA,9211,amphitheater,5122 Center St,96932,2025-11-17T02:43:33.087727,2025-11-17T02:43:33.087727
ven_000292,Atlanta Venue 1,Atlanta,GA,USA,1388,theater,3825 Market St,18877,2025-11-17T02:43:33.087731,2025-11-17T02:43:33.087731
ven_000293,The Milwaukee Auditorium 2,Milwaukee,WI,USA,13969,arena,3374 Center St,17895,2025-11-17T02:43:33.087737,2025-11-17T02:43:33.087737
ven_000294,Classic San Jose Club 3,San Jose,CA,USA,3221,hall,2755 Main St,58908,2025-11-17T02:43:33.087740,2025-11-17T02:43:33.087741
ven_000295,Classic Dallas Stadium 4,Dallas,TX,USA,2231,hall,596 Broadway,29819,2025-11-17T02:43:33.087744,2025-11-17T02:43:33.087744
ven_000296,Downtown Portland Pavilion 5,Portland,OR,USA,3893,hall,1403 Center St,32610,2025-11-17T02:43:33.087748,2025-11-17T02:43:33.087748
ven_000297,Historic Honolulu Club 6,Honolulu,HI,USA,13500,arena,524 Center St,85943,2025-11-17T02:43:33.087752,2025-11-17T02:43:33.087752
ven_000298,Metro Philadelphia Center 7,Philadelphia,PA,USA,6113,amphitheater,8714 Main St,53719,2025-11-17T02:43:33.087756,2025-11-17T02:43:33.087756
ven_000299,Imperial St. Louis Stadium 8,St. Louis,MO,USA,25559,stadium,7507 Center St,64590,2025-11-17T02:43:33.087761,2025-11-17T02:43:33.087761
ven_000300,Metro Portland House 9,Portland,OR,USA,449,club,3157 Center St,88580,2025-11-17T02:43:33.087765,2025-11-17T02:43:33.087765
ven_000301,Downtown Portland Stadium 0,Portland,OR,USA,30437,stadium,8449 Market St,73336,2025-11-17T02:43:33.087769,2025-11-17T02:43:33.087769
ven_000302,Metro Milwaukee Hall 1,Milwaukee,WI,USA,429,club,5059 Center St,91007,2025-11-17T02:43:33.087773,2025-11-17T02:43:33.087773
ven_000303,Uptown Atlanta Center 2,Atlanta,GA,USA,78509,stadium,4519 Broadway,21135,2025-11-17T02:43:33.087777,2025-11-17T02:43:33.087777
ven_000304,Uptown Anaheim Arena 3,Anaheim,CA,USA,19924,arena,6606 Broadway,25640,2025-11-17T02:43:33.087780,2025-11-17T02:43:33.087780
ven_000305,Uptown Portland Palace 4,Portland,OR,USA,476,club,3188 Park Ave,45904,2025-11-17T02:43:33.087784,2025-11-17T02:43:33.087784
ven_000306,Miami Stadium 5,Miami,FL,USA,57145,stadium,966 Broadway,70326,2025-11-17T02:43:33.087788,2025-11-17T02:43:33.087788
ven_000307,Central Fresno House 6,Fresno,CA,USA,1847,theater,6722 Park Ave,48899,2025-11-17T02:43:33.087792,2025-11-17T02:43:33.087792
ven_000308,Imperial Oakland Theater 7,Oakland,CA,USA,1464,theater,6376 Park Ave,54596,2025-11-17T02:43:33.087796,2025-11-17T02:43:33.087796
ven_000309,Imperial Dallas Stadium 8,Dallas,TX,USA,12431,amphitheater,9406 Broadway,78192,2025-11-17T02:43:33.087800,2025-11-17T02:43:33.087800
ven_000310,Grand Dallas Hall 9,Dallas,TX,USA,174,club,5025 Park Ave,48065,2025-11-17T02:43:33.087804,2025-11-17T02:43:33.087804
ven_000311,Tucson Arena 0,Tucson,AZ,USA,47995,stadium,5108 Center St,29240,2025-11-17T02:43:33.087808,2025-11-17T02:43:33.087808
ven_000312,Cleveland Auditorium 1,Cleveland,OH,USA,415,club,1378 Park Ave,19356,2025-11-17T02:43:33.087812,2025-11-17T02:43:33.087812
ven_000313,Boston Auditorium 2,Boston,MA,USA,483,club,2143 Park Ave,89222,2025-11-17T02:43:33.087816,2025-11-17T02:43:33.087816
ven_000314,Cleveland Pavilion 3,Cleveland,OH,USA,37360,stadium,4299 Center St,71008,2025-11-17T02:43:33.087819,2025-11-17T02:43:33.087820
ven_000315,Washington Auditorium 4,Washington,DC,USA,106,club,46 Park Ave,12508,2025-11-17T02:43:33.087823,2025-11-17T02:43:33.087823
ven_000316,Historic San Francisco Auditorium 5,San Francisco,CA,USA,3931,hall,3616 Broadway,35491,2025-11-17T02:43:33.087827,2025-11-17T02:43:33.087827
ven_000317,Imperial New Orleans Amphitheater 6,New Orleans,LA,USA,486,club,7352 Broadway,97661,2025-11-17T02:43:33.087831,2025-11-17T02:43:33.087831
ven_000318,Downtown New York Arena 7,New York,NY,USA,10549,amphitheater,7386 Park Ave,24177,2025-11-17T02:43:33.087835,2025-11-17T02:43:33.087835
ven_000319,Grand Austin Pavilion 8,Austin,TX,USA,1493,theater,774 Park Ave,53492,2025-11-17T02:43:33.087839,2025-11-17T02:43:33.087839
ven_000320,Mesa Stadium 9,Mesa,AZ,USA,472,club,1762 Main St,23601,2025-11-17T02:43:33.087843,2025-11-17T02:43:33.087843
ven_000321,Uptown New York Center 0,New York,NY,USA,4684,hall,2418 Broadway,11447,2025-11-17T02:43:33.087847,2025-11-17T02:43:33.087847
ven_000322,Majestic Wichita Palace 1,Wichita,KS,USA,345,club,7674 Center St,60442,2025-11-17T02:43:33.087850,2025-11-17T02:43:33.087851
ven_000323,Royal San Diego Auditorium 2,San Diego,CA,USA,379,club,6652 Broadway,31692,2025-11-17T02:43:33.087854,2025-11-17T02:43:33.087854
ven_000324,Charlotte Hall 3,Charlotte,NC,USA,1105,theater,5932 Broadway,21799,2025-11-17T02:43:33.087862,2025-11-17T02:43:33.087862
ven_000325,Los Angeles Club 4,Los Angeles,CA,USA,4050,hall,8542 Center St,27255,2025-11-17T02:43:33.087866,2025-11-17T02:43:33.087866
ven_000326,Modern Columbus Venue 5,Columbus,OH,USA,12773,arena,1349 Park Ave,92894,2025-11-17T02:43:33.087870,2025-11-17T02:43:33.087870
ven_000327,Historic Baltimore Center 6,Baltimore,MD,USA,14020,arena,7974 Market St,87178,2025-11-17T02:43:33.087873,2025-11-17T02:43:33.087873
ven_000328,The Omaha Hall 7,Omaha,NE,USA,2727,hall,1158 Main St,23296,2025-11-17T02:43:33.087877,2025-11-17T02:43:33.087877
ven_000329,Seattle Theater 8,Seattle,WA,USA,18619,arena,1656 Market St,91124,2025-11-17T02:43:33.087881,2025-11-17T02:43:33.087881
ven_000330,Louisville Pavilion 9,Louisville,KY,USA,293,club,7326 Market St,36779,2025-11-17T02:43:33.087885,2025-11-17T02:43:33.087885
ven_000331,Fresno Pavilion 0,Fresno,CA,USA,7291,arena,8231 Market St,80208,2025-11-17T02:43:33.087888,2025-11-17T02:43:33.087888
ven_000332,Anaheim Club 1,Anaheim,CA,USA,1228,theater,5682 Main St,14203,2025-11-17T02:43:33.087892,2025-11-17T02:43:33.087892
ven_000333,Imperial Tulsa Auditorium 2,Tulsa,OK,USA,3936,hall,1244 Main St,26507,2025-11-17T02:43:33.087896,2025-11-17T02:43:33.087896
ven_000334,Washington Club 3,Washington,DC,USA,11567,amphitheater,5156 Center St,65591,2025-11-17T02:43:33.087900,2025-11-17T02:43:33.087900
ven_000335,Modern Nashville Stadium 4,Nashville,TN,USA,1482,hall,9902 Center St,94977,2025-11-17T02:43:33.087904,2025-11-17T02:43:33.087904
ven_000336,Metro New Orleans Club 5,New Orleans,LA,USA,1376,theater,2789 Center St,58443,2025-11-17T02:43:33.087908,2025-11-17T02:43:33.087908
ven_000337,Austin Center 6,Austin,TX,USA,58338,stadium,250 Market St,71401,2025-11-17T02:43:33.087913,2025-11-17T02:43:33.087913
ven_000338,Las Vegas Palace 7,Las Vegas,NV,USA,23368,stadium,7960 Center St,81970,2025-11-17T02:43:33.087917,2025-11-17T02:43:33.087917
ven_000339,Downtown Raleigh Palace 8,Raleigh,NC,USA,9456,amphitheater,3024 Main St,89635,2025-11-17T02:43:33.087922,2025-11-17T02:43:33.087922
ven_000340,Metro Tucson Arena 9,Tucson,AZ,USA,10458,amphitheater,8044 Park Ave,18910,2025-11-17T02:43:33.087926,2025-11-17T02:43:33.087926
ven_000341,Downtown Los Angeles Auditorium 0,Los Angeles,CA,USA,4747,hall,8165 Park Ave,62810,2025-11-17T02:43:33.087930,2025-11-17T02:43:33.087930
ven_000342,Metro Boston Theater 1,Boston,MA,USA,2455,hall,9971 Broadway,70604,2025-11-17T02:43:33.087934,2025-11-17T02:43:33.087934
ven_000343,Classic San Francisco House 2,San Francisco,CA,USA,2023,hall,7556 Main St,44048,2025-11-17T02:43:33.087938,2025-11-17T02:43:33.087938
ven_000344,San Francisco Arena 3,San Francisco,CA,USA,408,club,6901 Market St,82086,2025-11-17T02:43:33.087942,2025-11-17T02:43:33.087942
ven_000345,Tulsa Palace 4,Tulsa,OK,USA,374,club,6684 Main St,33287,2025-11-17T02:43:33.087946,2025-11-17T02:43:33.087946
ven_000346,Majestic Kansas City Hall 5,Kansas City,MO,USA,4823,hall,4180 Center St,83127,2025-11-17T02:43:33.087950,2025-11-17T02:43:33.087950
ven_000347,Central Houston Palace 6,Houston,TX,USA,34731,stadium,7600 Main St,55819,2025-11-17T02:43:33.087954,2025-11-17T02:43:33.087954
ven_000348,Louisville Club 7,Louisville,KY,USA,3552,hall,7803 Center St,71384,2025-11-17T02:43:33.087959,2025-11-17T02:43:33.087959
ven_000349,Denver Palace 8,Denver,CO,USA,13630,amphitheater,5837 Center St,60254,2025-11-17T02:43:33.087963,2025-11-17T02:43:33.087963
ven_000350,Modern Tampa Theater 9,Tampa,FL,USA,100,club,7042 Main St,65045,2025-11-17T02:43:33.087967,2025-11-17T02:43:33.087967
ven_000351,Uptown Colorado Springs Amphitheater 0,Colorado Springs,CO,USA,147,club,8123 Main St,67058,2025-11-17T02:43:33.087971,2025-11-17T02:43:33.087971
ven_000352,Grand Tampa Hall 1,Tampa,FL,USA,311,club,362 Center St,36996,2025-11-17T02:43:33.087975,2025-11-17T02:43:33.087975
ven_000353,Metro Milwaukee House 2,Milwaukee,WI,USA,311,club,649 Main St,26847,2025-11-17T02:43:33.087983,2025-11-17T02:43:33.087983
ven_000354,Uptown Houston Center 3,Houston,TX,USA,6791,arena,7172 Center St,66982,2025-11-17T02:43:33.087987,2025-11-17T02:43:33.087987
