artist_id,name,genre,popularity_score,formation_date,members,spotify_id,created_at,updated_at
art_000164,Golden Phoenix H,blues,41.01,1977-11-29,Member 1|Member 2|Member 3|Member 4,spotify_000164,2025-11-17T02:43:33.074855,2025-11-17T02:43:33.074856
art_000165,Stars I,electronic,33.33,1986-11-27,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074860,2025-11-17T02:43:33.074860
art_000166,Phoenix J,jazz|grunge,43.9,1986-11-27,Member 1,spotify_000166,2025-11-17T02:43:33.074866,2025-11-17T02:43:33.074866
art_000167,Echoes K,electronic|soul,44.84,1960-12-03,Member 1|Member 2|Member 3|Member 4,spotify_000167,2025-11-17T02:43:33.074871,2025-11-17T02:43:33.074871
art_000168,The Echoes L,punk|alternative|electronic,23.44,1977-11-29,Member 1,spotify_000168,2025-11-17T02:43:33.074876,2025-11-17T02:43:33.074876
art_000169,Tigers M,soul|country|latin,14.99,2001-11-23,Member 1|Member 2,spotify_000169,2025-11-17T02:43:33.074882,2025-11-17T02:43:33.074882
art_000170,Golden Phoenix N,folk|r&b,71.99,2006-11-22,Member 1|Member 2,spotify_000170,2025-11-17T02:43:33.074887,2025-11-17T02:43:33.074887
art_000171,Crystal Stars O,hip hop|rock,53.14,1984-11-27,Member 1|Member 2|Member 3,spotify_000171,2025-11-17T02:43:33.074892,2025-11-17T02:43:33.074893
art_000172,Midnight Moons P,indie,97.06,2015-11-20,Member 1,spotify_000172,2025-11-17T02:43:33.074898,2025-11-17T02:43:33.074898
art_000173,Moons Q,soul|funk|disco,26.76,1988-11-26,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.074905,2025-11-17T02:43:33.074905
art_000174,Velvet Wolves R,grunge|metal|alternative,80.11,1970-12-01,Member 1|Member 2,,2025-11-17T02:43:33.074911,2025-11-17T02:43:33.074911
art_000175,Steel Valleys S,punk|r&b|pop,70.25,2018-11-19,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074917,2025-11-17T02:43:33.074917
art_000176,Wolves T,reggae|r&b,72.95,1993-11-25,Member 1|Member 2|Member 3|Member 4,spotify_000176,2025-11-17T02:43:33.074923,2025-11-17T02:43:33.074923
art_000177,Legends U,electronic,31.27,1997-11-24,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000177,2025-11-17T02:43:33.074928,2025-11-17T02:43:33.074929
art_000178,Cosmic Waves V,country|indie,58.6,1999-11-24,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000178,2025-11-17T02:43:33.074934,2025-11-17T02:43:33.074934
art_000179,Silver Valleys W,punk|classical,60.25,1978-11-29,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074940,2025-11-17T02:43:33.074940
art_000180,Suns X,funk|alternative,15.76,1986-11-27,Member 1|Member 2|Member 3,spotify_000180,2025-11-17T02:43:33.074945,2025-11-17T02:43:33.074945
art_000181,Neon Dreams Y,r&b,17.44,2011-11-21,Member 1|Member 2|Member 3,spotify_000181,2025-11-17T02:43:33.074951,2025-11-17T02:43:33.074951
art_000182,Winds Z,punk|jazz|country,32.68,1982-11-28,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000182,2025-11-17T02:43:33.074956,2025-11-17T02:43:33.074956
art_000183,Golden Moons A,country,58.75,1986-11-27,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000183,2025-11-17T02:43:33.074962,2025-11-17T02:43:33.074962
art_000184,Cosmic Echoes B,r&b,18.1,1962-12-03,Member 1,,2025-11-17T02:43:33.074968,2025-11-17T02:43:33.074968
art_000185,The Moons C,electronic|folk,42.77,2013-11-20,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000185,2025-11-17T02:43:33.074975,2025-11-17T02:43:33.074975
art_000186,Neon Mountains D,country|pop,39.31,2006-11-22,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074980,2025-11-17T02:43:33.074980
art_000187,Velvet Oceans E,grunge|metal,62.04,1984-11-27,Member 1|Member 2|Member 3|Member 4,spotify_000187,2025-11-17T02:43:33.074986,2025-11-17T02:43:33.074986
art_000188,Horizons F,r&b|country|electronic,46.36,1997-11-24,Member 1|Member 2|Member 3,spotify_000188,2025-11-17T02:43:33.074992,2025-11-17T02:43:33.074993
art_000189,Midnight Skies G,country|hip hop|reggae,56.46,1980-11-28,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000189,2025-11-17T02:43:33.074999,2025-11-17T02:43:33.074999
art_000190,Crystal Ravens H,reggae|funk,41.19,2006-11-22,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000190,2025-11-17T02:43:33.075005,2025-11-17T02:43:33.075005
art_000191,Silver Wolves I,country|punk|alternative,59.52,2020-11-18,Member 1|Member 2,,2025-11-17T02:43:33.075010,2025-11-17T02:43:33.075011
art_000192,Waves J,funk,53.42,1975-11-30,Member 1|Member 2,,2025-11-17T02:43:33.075016,2025-11-17T02:43:33.075016
art_000193,Legends K,disco|electronic,70.3,1960-12-03,Member 1|Member 2|Member 3|Member 4,spotify_000193,2025-11-17T02:43:33.075021,2025-11-17T02:43:33.075021
art_000194,The Rivers L,latin,44.56,1973-11-30,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000194,2025-11-17T02:43:33.075026,2025-11-17T02:43:33.075026
art_000195,Neon Waves M,soul,53.86,1961-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000195,2025-11-17T02:43:33.075032,2025-11-17T02:43:33.075032
art_000196,Eagles N,r&b,33.14,1978-11-29,Member 1,,2025-11-17T02:43:33.075037,2025-11-17T02:43:33.075037
art_000197,Midnight Waves O,grunge|alternative,42.3,1986-11-27,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000197,2025-11-17T02:43:33.075042,2025-11-17T02:43:33.075043
art_000198,Diamond Shadows P,electronic|grunge,59.98,1999-11-24,Member 1|Member 2,spotify_000198,2025-11-17T02:43:33.075048,2025-11-17T02:43:33.075048
art_000199,Electric Legends Q,latin,93.09,1989-11-26,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.075054,2025-11-17T02:43:33.075054
art_000200,Iron Mountains R,jazz,13.3,1989-11-26,Member 1|Member 2,spotify_000200,2025-11-17T02:43:33.075059,2025-11-17T02:43:33.075059
art_000201,Golden Legends S,disco|soul|r&b,66.75,2018-11-19,Member 1|Member 2|Member 3|Member 4,spotify_000201,2025-11-17T02:43:33.075065,2025-11-17T02:43:33.075065
art_000202,Cosmic Echoes T,r&b,11.5,2014-11-20,Member 1|Member 2,spotify_000202,2025-11-17T02:43:33.075070,2025-11-17T02:43:33.075070
art_000203,Cosmic Tigers U,alternative|latin|metal,46.4,1972-11-30,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000203,2025-11-17T02:43:33.075076,2025-11-17T02:43:33.075076
art_000204,Velvet Oceans V,reggae|soul,48.81,1969-12-01,Member 1|Member 2,spotify_000204,2025-11-17T02:43:33.075081,2025-11-17T02:43:33.075082
art_000205,Velvet Suns W,country,50.85,1961-12-03,Member 1,spotify_000205,2025-11-17T02:43:33.075087,2025-11-17T02:43:33.075087
art_000206,Velvet Tigers X,latin|rock|pop,53.36,1983-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000206,2025-11-17T02:43:33.075094,2025-11-17T02:43:33.075094
art_000207,Neon Moons Y,country|pop|disco,61.24,2004-11-22,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000207,2025-11-17T02:43:33.075101,2025-11-17T02:43:33.075101
art_000208,Golden Eagles Z,grunge|pop|blues,75.95,1960-12-03,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000208,2025-11-17T02:43:33.075107,2025-11-17T02:43:33.075108
art_000209,Mountains A,country|hip hop|indie,8.11,2014-11-20,Member 1,spotify_000209,2025-11-17T02:43:33.075113,2025-11-17T02:43:33.075113
art_000210,Silver Shadows B,jazz,66.05,2006-11-22,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000210,2025-11-17T02:43:33.075118,2025-11-17T02:43:33.075119
art_000211,Velvet Stars C,classical|hip hop|reggae,52.55,2017-11-19,Member 1|Member 2|Member 3|Member 4,spotify_000211,2025-11-17T02:43:33.075124,2025-11-17T02:43:33.075124
art_000212,Crystal Lightning D,indie,20.26,1984-11-27,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.075130,2025-11-17T02:43:33.075130
art_000213,Winds E,soul,50.97,2004-11-22,Member 1|Member 2|Member 3|Member 4,spotify_000213,2025-11-17T02:43:33.075135,2025-11-17T02:43:33.075136
art_000214,Velvet Winds F,classical|electronic|country,53.57,1988-11-26,Member 1|Member 2,spotify_000214,2025-11-17T02:43:33.075141,2025-11-17T02:43:33.075141
art_000215,Cosmic Suns G,disco|rock,65.25,1966-12-02,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000215,2025-11-17T02:43:33.075147,2025-11-17T02:43:33.075147
art_000216,The Moons H,electronic|latin|indie,27.36,1997-11-24,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.075153,2025-11-17T02:43:33.075153
art_000217,Iron Storms I,country|jazz,39.65,1971-12-01,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000217,2025-11-17T02:43:33.075159,2025-11-17T02:43:33.075159
art_000218,Diamond Moons J,disco,59.18,1974-11-30,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000218,2025-11-17T02:43:33.075165,2025-11-17T02:43:33.075165
art_000219,Oceans K,electronic,54.24,1969-12-01,Member 1|Member 2,spotify_000219,2025-11-17T02:43:33.075170,2025-11-17T02:43:33.075170
art_000220,Diamond Valleys L,grunge|country,45.3,1973-11-30,Member 1|Member 2|Member 3|Member 4,spotify_000220,2025-11-17T02:43:33.075175,2025-11-17T02:43:33.075175
art_000221,Moons M,latin,96.14,2018-11-19,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000221,2025-11-17T02:43:33.075181,2025-11-17T02:43:33.075181
art_000222,Horizons N,punk|jazz|rock,27.73,1982-11-28,Member 1|Member 2,,2025-11-17T02:43:33.075186,2025-11-17T02:43:33.075186
art_000223,Neon Winds O,hip hop|metal,73.81,1963-12-03,Member 1,spotify_000223,2025-11-17T02:43:33.075192,2025-11-17T02:43:33.075192
art_000224,Golden Winds P,electronic|soul|alternative,60.86,2008-11-21,Member 1,spotify_000224,2025-11-17T02:43:33.075197,2025-11-17T02:43:33.075197
art_000225,Wolves Q,soul|electronic|blues,43.11,2005-11-22,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000225,2025-11-17T02:43:33.075203,2025-11-17T02:43:33.075203
art_000226,Moons R,country,58.16,2005-11-22,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000226,2025-11-17T02:43:33.075209,2025-11-17T02:43:33.075209
art_000227,Lightning S,punk|alternative|hip hop,67.06,1973-11-30,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000227,2025-11-17T02:43:33.075215,2025-11-17T02:43:33.075215
art_000228,Horizons T,folk|punk,52.37,1986-11-27,Member 1,,2025-11-17T02:43:33.075221,2025-11-17T02:43:33.075221
art_000229,Diamond Stars U,pop|classical|reggae,73.41,1964-12-02,Member 1|Member 2|Member 3|Member 4,spotify_000229,2025-11-17T02:43:33.075226,2025-11-17T02:43:33.075226
art_000230,Rivers V,blues|reggae,19.8,1968-12-01,Member 1|Member 2,,2025-11-17T02:43:33.075231,2025-11-17T02:43:33.075231
art_000231,Velvet Mountains W,indie,70.65,1965-12-02,Member 1|Member 2|Member 3|Member 4,spotify_000231,2025-11-17T02:43:33.075237,2025-11-17T02:43:33.075237
art_000232,Cosmic Legends X,hip hop,67.61,2016-11-19,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.075243,2025-11-17T02:43:33.075243
art_000233,Silver Stars Y,latin|blues|electronic,13.85,1981-11-28,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.075248,2025-11-17T02:43:33.075248
art_000234,Legends Z,alternative|disco,58.53,2005-11-22,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.075254,2025-11-17T02:43:33.075254
art_000235,Eagles A,soul|hip hop|punk,37.61,2011-11-21,Member 1,spotify_000235,2025-11-17T02:43:33.075259,2025-11-17T02:43:33.075259
art_000236,The Echoes B,funk,46.0,1987-11-27,Member 1|Member 2|Member 3,spotify_000236,2025-11-17T02:43:33.075264,2025-11-17T02:43:33.075264
art_000237,Phoenix C,grunge,31.65,1967-12-02,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000237,2025-11-17T02:43:33.075271,2025-11-17T02:43:33.075271
art_000238,Stars D,folk|blues|pop,51.74,1982-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000238,2025-11-17T02:43:33.075277,2025-11-17T02:43:33.075277
art_000239,Neon Ravens E,metal,45.17,1961-12-03,Member 1|Member 2|Member 3|Member 4,spotify_000239,2025-11-17T02:43:33.075284,2025-11-17T02:43:33.075284
art_000240,Legends F,r&b|reggae,57.41,1963-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000240,2025-11-17T02:43:33.075290,2025-11-17T02:43:33.075290
art_000241,Wolves G,blues|grunge|reggae,17.18,1968-12-01,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000241,2025-11-17T02:43:33.075295,2025-11-17T02:43:33.075295
art_000242,Midnight Rivers H,classical|electronic,70.08,1998-11-24,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.075301,2025-11-17T02:43:33.075301
art_000243,Silver Eagles I,rock,39.11,2008-11-21,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000243,2025-11-17T02:43:33.075307,2025-11-17T02:43:33.075307
art_000244,Midnight Legends J,grunge,21.23,2002-11-23,Member 1|Member 2|Member 3,spotify_000244,2025-11-17T02:43:33.075313,2025-11-17T02:43:33.075313
art_000245,Crystal Stars K,blues,13.93,2001-11-23,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000245,2025-11-17T02:43:33.075319,2025-11-17T02:43:33.075319
art_000246,Waves L,reggae|rock|classical,11.62,1971-12-01,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.075324,2025-11-17T02:43:33.075324
art_000247,Flames M,pop|country|soul,38.79,1971-12-01,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000247,2025-11-17T02:43:33.075330,2025-11-17T02:43:33.075330
art_000248,Moons N,reggae|funk|blues,18.92,1972-11-30,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000248,2025-11-17T02:43:33.075337,2025-11-17T02:43:33.075338
art_000249,Cosmic Rivers O,hip hop|folk|punk,35.65,1976-11-29,Member 1|Member 2|Member 3,spotify_000249,2025-11-17T02:43:33.075344,2025-11-17T02:43:33.075344
art_000250,Electric Lightning P,funk,41.47,1970-12-01,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.075350,2025-11-17T02:43:33.075350
art_000251,Phoenix Q,electronic,16.28,1988-11-26,Member 1,spotify_000251,2025-11-17T02:43:33.075356,2025-11-17T02:43:33.075356
art_000252,Wolves R,metal|punk|soul,50.87,2002-11-23,Member 1,,2025-11-17T02:43:33.075362,2025-11-17T02:43:33.075362
art_000253,Tigers S,funk,55.71,2010-11-21,Member 1,spotify_000253,2025-11-17T02:43:33.075369,2025-11-17T02:43:33.075369
art_000254,Midnight Skies T,grunge,91.87,2005-11-22,Member 1,spotify_000254,2025-11-17T02:43:33.075374,2025-11-17T02:43:33.075374
art_000255,Echoes U,country|funk,27.79,1987-11-27,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000255,2025-11-17T02:43:33.075380,2025-11-17T02:43:33.075380
art_000256,Waves V,pop|reggae|latin,49.2,1978-11-29,Member 1|Member 2,,2025-11-17T02:43:33.075385,2025-11-17T02:43:33.075386
art_000257,Winds W,r&b,22.21,1995-11-25,Member 1|Member 2,spotify_000257,2025-11-17T02:43:33.075391,2025-11-17T02:43:33.075391
art_000258,Silver Phoenix X,hip hop|blues|punk,51.64,1994-11-25,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000258,2025-11-17T02:43:33.075397,2025-11-17T02:43:33.075397
art_000259,Velvet Waves Y,disco|hip hop|metal,43.19,1981-11-28,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.075404,2025-11-17T02:43:33.075404
art_000260,Electric Waves Z,electronic|funk,21.25,2000-11-23,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000260,2025-11-17T02:43:33.075412,2025-11-17T02:43:33.075412
art_000261,The Echoes A,hip hop|disco,34.45,2003-11-23,Member 1|Member 2|Member 3,spotify_000261,2025-11-17T02:43:33.075418,2025-11-17T02:43:33.075418
art_000262,Valleys B,country,41.11,1991-11-26,Member 1,spotify_000262,2025-11-17T02:43:33.075423,2025-11-17T02:43:33.075423
art_000263,Legends C,reggae|blues|funk,34.3,1971-12-01,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.075428,2025-11-17T02:43:33.075428
art_000264,Storms D,electronic,51.04,1991-11-26,Member 1|Member 2|Member 3|Member 4,spotify_000264,2025-11-17T02:43:33.075433,2025-11-17T02:43:33.075434
art_000265,Mountains E,reggae|rock,31.85,1991-11-26,Member 1|Member 2|Member 3|Member 4,spotify_000265,2025-11-17T02:43:33.075439,2025-11-17T02:43:33.075439
art_000266,Iron Dreams F,classical,87.0,1961-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000266,2025-11-17T02:43:33.075445,2025-11-17T02:43:33.075445
art_000267,Crystal Oceans G,electronic|funk|reggae,97.81,1978-11-29,Member 1|Member 2,,2025-11-17T02:43:33.075450,2025-11-17T02:43:33.075451
art_000268,Midnight Thunder H,funk|indie,83.47,1979-11-29,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000268,2025-11-17T02:43:33.075458,2025-11-17T02:43:33.075458
art_000269,Cosmic Lightning I,alternative,71.8,2017-11-19,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000269,2025-11-17T02:43:33.075491,2025-11-17T02:43:33.075491
art_000270,Crystal Eagles J,hip hop|country,55.36,2012-11-20,Member 1|Member 2|Member 3|Member 4,spotify_000270,2025-11-17T02:43:33.075498,2025-11-17T02:43:33.075498
art_000271,Crystal Suns K,soul,40.81,1996-11-24,Member 1|Member 2|Member 3|Member 4,spotify_000271,2025-11-17T02:43:33.075506,2025-11-17T02:43:33.075506
art_000272,Mountains L,punk,72.14,1990-11-26,Member 1|Member 2|Member 3,spotify_000272,2025-11-17T02:43:33.075512,2025-11-17T02:43:33.075512
art_000273,Steel Flames M,hip hop|indie,69.35,1997-11-24,Member 1|Member 2|Member 3|Member 4,spotify_000273,2025-11-17T02:43:33.075518,2025-11-17T02:43:33.075518
art_000274,Neon Echoes N,punk|jazz,39.1,1991-11-26,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.075523,2025-11-17T02:43:33.075523
art_000275,Tigers O,folk|jazz,46.13,1960-12-03,Member 1,,2025-11-17T02:43:33.075529,2025-11-17T02:43:33.075529
art_000276,Mountains P,r&b|funk,43.36,1969-12-01,Member 1|Member 2,spotify_000276,2025-11-17T02:43:33.075534,2025-11-17T02:43:33.075534
art_000277,Velvet Ravens Q,reggae|blues|hip hop,57.32,1983-11-28,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000277,2025-11-17T02:43:33.075540,2025-11-17T02:43:33.075540
art_000278,Tigers R,latin|reggae|pop,70.76,1989-11-26,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000278,2025-11-17T02:43:33.075545,2025-11-17T02:43:33.075545
art_000279,Cosmic Moons S,funk|alternative|metal,47.93,1977-11-29,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.075552,2025-11-17T02:43:33.075552
art_000280,Phoenix T,pop|electronic,52.6,1978-11-29,Member 1,spotify_000280,2025-11-17T02:43:33.075557,2025-11-17T02:43:33.075557
art_000281,Electric Dragons U,hip hop,46.84,1972-11-30,Member 1|Member 2|Member 3|Member 4,spotify_000281,2025-11-17T02:43:33.075563,2025-11-17T02:43:33.075563
art_000282,The Phoenix V,indie|punk|classical,47.94,1982-11-28,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000282,2025-11-17T02:43:33.075568,2025-11-17T02:43:33.075568
art_000283,Oceans W,funk|hip hop,43.15,1966-12-02,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.075574,2025-11-17T02:43:33.075574
art_000284,Skies X,metal|grunge,21.48,1965-12-02,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000284,2025-11-17T02:43:33.075580,2025-11-17T02:43:33.075580
art_000285,Electric Mountains Y,electronic|metal|punk,57.94,1976-11-29,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000285,2025-11-17T02:43:33.075586,2025-11-17T02:43:33.075586
art_000286,Electric Dragons Z,alternative|reggae|country,73.6,1960-12-03,Member 1|Member 2|Member 3,spotify_000286,2025-11-17T02:43:33.075592,2025-11-17T02:43:33.075592
art_000287,Iron Valleys A,jazz,48.18,2012-11-20,Member 1|Member 2|Member 3,spotify_000287,2025-11-17T02:43:33.075597,2025-11-17T02:43:33.075597
art_000288,Phoenix B,disco|punk,45.61,1998-11-24,Member 1|Member 2,spotify_000288,2025-11-17T02:43:33.075603,2025-11-17T02:43:33.075603
art_000289,Phoenix C,classical|jazz,18.3,2018-11-19,Member 1|Member 2,spotify_000289,2025-11-17T02:43:33.075608,2025-11-17T02:43:33.075608
art_000290,Rivers D,r&b|metal|punk,59.22,2009-11-21,Member 1|Member 2,spotify_000290,2025-11-17T02:43:33.075614,2025-11-17T02:43:33.075615
art_000291,Diamond Thunder E,pop|folk|punk,76.74,1979-11-29,Member 1,spotify_000291,2025-11-17T02:43:33.075622,2025-11-17T02:43:33.075622
art_000292,Horizons F,r&b,1.95,1961-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000292,2025-11-17T02:43:33.075631,2025-11-17T02:43:33.075631
art_000293,Flames G,metal|reggae,78.26,2011-11-21,Member 1|Member 2|Member 3,spotify_000293,2025-11-17T02:43:33.075639,2025-11-17T02:43:33.075639
art_000294,Diamond Stars H,folk|metal|country,40.59,1964-12-02,Member 1|Member 2|Member 3|Member 4,spotify_000294,2025-11-17T02:43:33.075645,2025-11-17T02:43:33.075645
art_000295,Electric Tigers I,funk|latin|hip hop,94.49,1987-11-27,Member 1|Member 2|Member 3|Member 4,spotify_000295,2025-11-17T02:43:33.075652,2025-11-17T02:43:33.075652
art_000296,Crystal Rivers J,country|reggae|jazz,69.85,2010-11-21,Member 1,spotify_000296,2025-11-17T02:43:33.075658,2025-11-17T02:43:33.075658
art_000297,Legends K,disco|country|classical,47.5,1975-11-30,Member 1|Member 2,spotify_000297,2025-11-17T02:43:33.075664,2025-11-17T02:43:33.075664
art_000298,Electric Storms L,hip hop|punk,36.17,1977-11-29,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000298,2025-11-17T02:43:33.075670,2025-11-17T02:43:33.075671
art_000299,Moons M,country|funk,51.81,1975-11-30,Member 1,spotify_000299,2025-11-17T02:43:33.075678,2025-11-17T02:43:33.075678
art_000300,Golden Dragons N,soul|rock|jazz,57.62,1962-12-03,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000300,2025-11-17T02:43:33.075684,2025-11-17T02:43:33.075684
art_000301,Cosmic Echoes O,latin|country|funk,63.1,1973-11-30,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000301,2025-11-17T02:43:33.075691,2025-11-17T02:43:33.075691
art_000302,Rivers P,pop,53.76,1982-11-28,Member 1|Member 2,spotify_000302,2025-11-17T02:43:33.075697,2025-11-17T02:43:33.075697
art_000303,The Dreams Q,rock,12.06,1960-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000303,2025-11-17T02:43:33.075703,2025-11-17T02:43:33.075703
art_000304,Electric Legends R,funk|indie,38.91,1972-11-30,Member 1|Member 2,spotify_000304,2025-11-17T02:43:33.075709,2025-11-17T02:43:33.075709
art_000305,Horizons S,disco|pop|electronic,47.71,1995-11-25,Member 1|Member 2,spotify_000305,2025-11-17T02:43:33.075716,2025-11-17T02:43:33.075716
art_000306,Silver Moons T,r&b|funk|pop,53.8,2002-11-23,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.075722,2025-11-17T02:43:33.075722
art_000307,Silver Waves U,classical|pop|r&b,44.12,2010-11-21,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000307,2025-11-17T02:43:33.075729,2025-11-17T02:43:33.075729
art_000308,Midnight Waves V,electronic|reggae|hip hop,90.18,1964-12-02,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.075735,2025-11-17T02:43:33.075735
art_000309,Cosmic Ravens W,grunge|indie,94.92,2007-11-22,Member 1,,2025-11-17T02:43:33.075741,2025-11-17T02:43:33.075741
art_000310,Steel Ravens X,pop,54.32,1971-12-01,Member 1,spotify_000310,2025-11-17T02:43:33.075747,2025-11-17T02:43:33.075747
art_000311,Neon Suns Y,alternative,83.09,2015-11-20,Member 1,spotify_000311,2025-11-17T02:43:33.075753,2025-11-17T02:43:33.075753
art_000312,Cosmic Waves Z,r&b|hip hop|indie,70.31,2017-11-19,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.075759,2025-11-17T02:43:33.075759
art_000313,Golden Thunder A,punk|rock,33.7,1982-11-28,Member 1|Member 2|Member 3|Member 4,spotify_000313,2025-11-17T02:43:33.075765,2025-11-17T02:43:33.075765
art_000314,The Waves B,hip hop,48.54,2012-11-20,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000314,2025-11-17T02:43:33.075772,2025-11-17T02:43:33.075772
art_000315,Moons C,hip hop|jazz,71.37,1993-11-25,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.075780,2025-11-17T02:43:33.075780
art_000316,Eagles D,metal,37.65,1996-11-24,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.075786,2025-11-17T02:43:33.075786
art_000317,Diamond Stars E,blues|jazz,32.63,2006-11-22,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000317,2025-11-17T02:43:33.075792,2025-11-17T02:43:33.075792
art_000318,Rivers F,pop|alternative,88.15,1974-11-30,Member 1,spotify_000318,2025-11-17T02:43:33.075798,2025-11-17T02:43:33.075798
art_000319,Electric Tigers G,grunge,74.88,2004-11-22,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000319,2025-11-17T02:43:33.075804,2025-11-17T02:43:33.075804
art_000320,Cosmic Storms H,blues|electronic|pop,10.36,1967-12-02,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.075810,2025-11-17T02:43:33.075811
art_000321,Legends I,latin|classical,42.53,1976-11-29,Member 1,spotify_000321,2025-11-17T02:43:33.075816,2025-11-17T02:43:33.075816
art_000322,Electric Ravens J,disco|rock,20.58,1990-11-26,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000322,2025-11-17T02:43:33.075822,2025-11-17T02:43:33.075822
art_000323,Dragons K,classical,19.83,1993-11-25,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000323,2025-11-17T02:43:33.075829,2025-11-17T02:43:33.075829
