concert_id,artist_id,venue_id,event_date,ticket_prices,total_attendance,revenue,status,created_at,updated_at
con_001943,art_000685,ven_000183,2022-04-07T19:45:00,general:70.37|premium:105.55|vip:175.91|early_bird:56.29|standing:63.33|seated:84.44,587,54384.57,completed,2025-11-17T02:43:33.103108,2025-11-17T02:43:33.103108
con_001944,art_000427,ven_000194,2025-01-31T20:45:00,general:37.07|premium:55.6|standing:33.36|seated:44.48,1203,51280.88,completed,2025-11-17T02:43:33.103115,2025-11-17T02:43:33.103115
con_001945,art_000018,ven_000192,2025-10-03T21:45:00,early_bird:49.38|seated:74.07,3710,228999.75,completed,2025-11-17T02:43:33.103121,2025-11-17T02:43:33.103121
con_001946,art_000092,ven_000218,2026-05-12T20:45:00,premium:59.69|early_bird:31.83|standing:35.81|seated:47.75,,,scheduled,2025-11-17T02:43:33.103128,2025-11-17T02:43:33.103128
con_001947,art_000472,ven_000061,2022-09-22T20:30:00,general:66.67|premium:100.01|vip:166.68|early_bird:53.34|standing:60.01|seated:80.01,1079,94721.81,completed,2025-11-17T02:43:33.103137,2025-11-17T02:43:33.103137
con_001948,art_000852,ven_000366,2024-08-31T20:30:00,general:62.78|premium:94.17|vip:156.95|early_bird:50.22|standing:56.5,6084,511810.42,completed,2025-11-17T02:43:33.103147,2025-11-17T02:43:33.103147
con_001949,art_000011,ven_000126,2022-06-16T20:30:00,general:104.35|premium:156.52|vip:260.87|early_bird:83.48|standing:93.91|seated:125.22,38653,5310600.09,completed,2025-11-17T02:43:33.103155,2025-11-17T02:43:33.103155
con_001950,art_000089,ven_000119,2025-02-07T18:45:00,general:52.23|standing:47.01|seated:62.68,5434,293291.09,completed,2025-11-17T02:43:33.103162,2025-11-17T02:43:33.103162
con_001951,art_000222,ven_000357,2022-10-09T21:15:00,general:56.46|premium:84.69|early_bird:45.17|standing:50.81,8041,476690.58,completed,2025-11-17T02:43:33.103169,2025-11-17T02:43:33.103169
con_001952,art_000578,ven_000171,2024-12-19T18:00:00,general:72.83|premium:109.25|vip:182.09|early_bird:58.27|seated:87.4,12164,1240338.75,completed,2025-11-17T02:43:33.103177,2025-11-17T02:43:33.103178
con_001953,art_000283,ven_000408,2021-10-12T18:30:00,general:71.29|premium:106.94|vip:178.24|seated:85.55,14113,1559557.07,completed,2025-11-17T02:43:33.103185,2025-11-17T02:43:33.103185
con_001954,art_000245,ven_000157,2021-12-15T18:30:00,general:42.54|premium:63.8|vip:106.34|early_bird:34.03|seated:51.04,3172,188892.6,completed,2025-11-17T02:43:33.103193,2025-11-17T02:43:33.103193
con_001955,art_000304,ven_000463,2022-07-02T21:45:00,premium:80.15|early_bird:42.75|standing:48.09,2765,157595.78,completed,2025-11-17T02:43:33.103200,2025-11-17T02:43:33.103200
con_001956,art_000256,ven_000415,2024-10-11T18:15:00,general:59.07|vip:147.68|early_bird:47.26|seated:70.88,3334,270795.82,completed,2025-11-17T02:43:33.103208,2025-11-17T02:43:33.103208
con_001957,art_000519,ven_000026,2025-03-13T20:45:00,general:85.61|premium:128.41|vip:214.02|standing:77.05,10446,1319042.53,completed,2025-11-17T02:43:33.103215,2025-11-17T02:43:33.103215
con_001958,art_000660,ven_000259,2023-01-16T18:00:00,premium:95.28|vip:158.81|early_bird:50.82|standing:57.17|seated:76.23,293,25684.97,completed,2025-11-17T02:43:33.103222,2025-11-17T02:43:33.103222
con_001959,art_000947,ven_000172,2023-11-18T21:45:00,general:81.05|standing:72.94|seated:97.26,6419,537591.25,completed,2025-11-17T02:43:33.103228,2025-11-17T02:43:33.103228
con_001960,art_000375,ven_000403,2024-08-13T20:15:00,premium:208.78|vip:347.96|early_bird:111.35|seated:167.02,62076,12960072.09,completed,2025-11-17T02:43:33.103240,2025-11-17T02:43:33.103240
con_001961,art_000748,ven_000464,2022-11-21T21:30:00,premium:90.01|vip:150.01|standing:54.0|seated:72.0,293,26810.97,completed,2025-11-17T02:43:33.103247,2025-11-17T02:43:33.103247
con_001962,art_000181,ven_000175,2026-05-02T21:30:00,vip:100.79|early_bird:32.25|standing:36.29,,,scheduled,2025-11-17T02:43:33.103253,2025-11-17T02:43:33.103253
con_001963,art_000924,ven_000031,2025-04-23T21:45:00,general:67.2|premium:100.8|vip:167.99|early_bird:53.76|seated:80.64,249,23425.42,completed,2025-11-17T02:43:33.103262,2025-11-17T02:43:33.103262
con_001964,art_000710,ven_000033,2024-09-12T20:45:00,premium:102.56|vip:170.94|early_bird:54.7|standing:61.54|seated:82.05,4274,403286.09,completed,2025-11-17T02:43:33.103270,2025-11-17T02:43:33.103270
con_001965,art_000259,ven_000252,2024-06-22T18:00:00,general:63.17|premium:94.76|vip:157.93|early_bird:50.54|standing:56.85|seated:75.81,8287,689285.04,completed,2025-11-17T02:43:33.103277,2025-11-17T02:43:33.103277
con_001966,art_000973,ven_000491,2024-04-20T21:30:00,premium:58.57|early_bird:31.24|seated:46.86,1396,63597.11,completed,2025-11-17T02:43:33.103284,2025-11-17T02:43:33.103284
con_001967,art_000234,ven_000268,2023-06-24T19:15:00,general:73.17|premium:109.75|early_bird:58.54|standing:65.85|seated:87.8,11021,870901.46,completed,2025-11-17T02:43:33.103291,2025-11-17T02:43:33.103291
con_001968,art_000994,ven_000423,2024-02-26T18:30:00,vip:123.86|early_bird:39.64|standing:44.59,224,15537.39,completed,2025-11-17T02:43:33.103297,2025-11-17T02:43:33.103298
con_001969,art_000845,ven_000280,2023-12-03T20:15:00,premium:81.34|vip:135.56|early_bird:43.38|standing:48.8|seated:65.07,4291,321095.53,completed,2025-11-17T02:43:33.103304,2025-11-17T02:43:33.103304
con_001970,art_000521,ven_000191,2023-11-28T19:00:00,general:43.13|premium:64.69|vip:107.82|seated:51.75,1505,100605.49,completed,2025-11-17T02:43:33.103311,2025-11-17T02:43:33.103311
con_001971,art_000639,ven_000187,2026-05-25T21:00:00,premium:104.36|vip:173.93|early_bird:55.66|standing:62.62,,,scheduled,2025-11-17T02:43:33.103317,2025-11-17T02:43:33.103317
con_001972,art_000777,ven_000226,2025-05-23T19:30:00,premium:63.3|vip:105.5|early_bird:33.76|standing:37.98|seated:50.64,2404,139999.34,completed,2025-11-17T02:43:33.103324,2025-11-17T02:43:33.103324
con_001973,art_000217,ven_000477,2022-09-18T18:30:00,general:50.66|premium:75.99|vip:126.65|early_bird:40.53|seated:60.79,582,41277.77,completed,2025-11-17T02:43:33.103331,2025-11-17T02:43:33.103331
con_001974,art_000282,ven_000253,2024-03-31T20:45:00,general:58.62|vip:146.56|standing:52.76|seated:70.35,3442,282493.54,completed,2025-11-17T02:43:33.103338,2025-11-17T02:43:33.103338
con_001975,art_000444,ven_000375,2022-08-30T18:45:00,general:66.1|vip:165.25|early_bird:52.88|standing:59.49|seated:79.32,2486,210335.49,completed,2025-11-17T02:43:33.103345,2025-11-17T02:43:33.103345
con_001976,art_000188,ven_000012,2021-02-11T21:30:00,general:70.05|premium:105.08|vip:175.13|early_bird:56.04|seated:84.06,12347,1210894.98,completed,2025-11-17T02:43:33.103352,2025-11-17T02:43:33.103352
con_001977,art_000265,ven_000281,2023-07-08T19:00:00,general:47.58|premium:71.37|vip:118.95|early_bird:38.06|seated:57.1,1091,72673.69,completed,2025-11-17T02:43:33.103359,2025-11-17T02:43:33.103359
con_001978,art_000810,ven_000126,2024-07-11T20:15:00,general:101.28|premium:151.92|vip:253.19|early_bird:81.02|standing:91.15|seated:121.53,36758,4901618.04,completed,2025-11-17T02:43:33.103366,2025-11-17T02:43:33.103366
con_001979,art_000377,ven_000258,2022-02-03T20:00:00,general:94.15|premium:141.22|vip:235.37|early_bird:75.32|seated:112.98,24819,3271342.75,completed,2025-11-17T02:43:33.103373,2025-11-17T02:43:33.103373
con_001980,art_000995,ven_000099,2024-04-04T19:00:00,vip:159.99|seated:76.79,2308,273244.12,completed,2025-11-17T02:43:33.103379,2025-11-17T02:43:33.103379
con_001981,art_000278,ven_000181,2024-10-16T20:15:00,general:92.77|premium:139.16|vip:231.93|standing:83.49|seated:111.33,23387,3080909.83,completed,2025-11-17T02:43:33.103387,2025-11-17T02:43:33.103387
con_001982,art_000671,ven_000438,2024-05-05T18:00:00,general:57.88|premium:86.82|vip:144.7|early_bird:46.3|standing:52.09|seated:69.46,264,20119.0,completed,2025-11-17T02:43:33.103394,2025-11-17T02:43:33.103394
con_001983,art_000816,ven_000194,2022-01-08T21:00:00,general:42.5|premium:63.75|vip:106.24|early_bird:34.0|seated:51.0,1322,78656.36,completed,2025-11-17T02:43:33.103401,2025-11-17T02:43:33.103401
con_001984,art_000621,ven_000217,2022-04-26T21:15:00,general:48.22|premium:72.33|vip:120.56|seated:57.87,6483,484571.84,completed,2025-11-17T02:43:33.103408,2025-11-17T02:43:33.103408
con_001985,art_000960,ven_000235,2024-02-06T21:00:00,premium:103.57|early_bird:55.24|standing:62.14,6388,470476.2,completed,2025-11-17T02:43:33.103414,2025-11-17T02:43:33.103415
con_001986,art_000482,ven_000452,2024-02-28T18:45:00,general:72.55|premium:108.83|early_bird:58.04|standing:65.3|seated:87.06,3585,280906.26,completed,2025-11-17T02:43:33.103421,2025-11-17T02:43:33.103421
con_001987,art_000528,ven_000069,2026-01-02T21:00:00,premium:86.08|vip:143.47|early_bird:45.91|seated:68.87,,,scheduled,2025-11-17T02:43:33.103428,2025-11-17T02:43:33.103428
con_001988,art_000772,ven_000421,2023-08-31T21:15:00,general:52.29|premium:78.43|vip:130.72|early_bird:41.83|standing:47.06,7139,500201.17,completed,2025-11-17T02:43:33.103434,2025-11-17T02:43:33.103434
con_001989,art_000165,ven_000014,2022-09-25T20:00:00,general:110.84|premium:166.26|vip:277.1|early_bird:88.67|seated:133.01,42782,6638739.63,completed,2025-11-17T02:43:33.103442,2025-11-17T02:43:33.103442
con_001990,art_000330,ven_000189,2025-07-15T19:15:00,general:41.72|vip:104.3|early_bird:33.38|seated:50.07,3604,206752.47,completed,2025-11-17T02:43:33.103448,2025-11-17T02:43:33.103448
con_001991,art_000630,ven_000073,2022-09-28T21:30:00,general:57.9|premium:86.85|vip:144.75|early_bird:46.32|seated:69.48,330,26749.8,completed,2025-11-17T02:43:33.103458,2025-11-17T02:43:33.103458
con_001992,art_000066,ven_000104,2022-09-30T20:15:00,premium:133.76|vip:222.93|early_bird:71.34|standing:80.25,15124,1921806.68,completed,2025-11-17T02:43:33.103465,2025-11-17T02:43:33.103465
con_001993,art_000945,ven_000078,2021-10-13T20:30:00,general:118.94|premium:178.42|standing:107.05|seated:142.73,45779,6261880.51,completed,2025-11-17T02:43:33.103471,2025-11-17T02:43:33.103472
con_001994,art_000060,ven_000139,2024-04-25T20:30:00,general:130.82|early_bird:104.65|standing:117.73,56657,6670417.47,completed,2025-11-17T02:43:33.103482,2025-11-17T02:43:33.103482
con_001995,art_000331,ven_000179,2021-06-10T20:45:00,general:64.6|premium:96.9|vip:161.49|standing:58.14|seated:77.52,3469,318211.37,completed,2025-11-17T02:43:33.103488,2025-11-17T02:43:33.103489
con_001996,art_000234,ven_000139,2024-01-06T19:45:00,general:130.13|premium:195.2|vip:325.33|early_bird:104.1|standing:117.12|seated:156.16,56171,9624339.14,completed,2025-11-17T02:43:33.103495,2025-11-17T02:43:33.103495
con_001997,art_000935,ven_000219,2023-10-17T20:45:00,general:47.21|premium:70.81|vip:118.01|standing:42.49|seated:56.65,324,21719.02,completed,2025-11-17T02:43:33.103502,2025-11-17T02:43:33.103502
con_001998,art_000698,ven_000387,2021-07-02T21:30:00,general:50.25|premium:75.38|vip:125.63|early_bird:40.2|standing:45.23|seated:60.3,7122,471227.13,completed,2025-11-17T02:43:33.103510,2025-11-17T02:43:33.103510
con_001999,art_000027,ven_000411,2022-09-19T18:15:00,general:39.28|vip:98.21|early_bird:31.43|standing:35.36|seated:47.14,161,8095.72,completed,2025-11-17T02:43:33.103517,2025-11-17T02:43:33.103517
con_002000,art_000680,ven_000333,2022-10-14T18:45:00,general:61.24|premium:91.85|vip:153.09|standing:55.11|seated:73.48,3042,264514.07,completed,2025-11-17T02:43:33.103524,2025-11-17T02:43:33.103524
con_002001,art_000192,ven_000092,2024-11-24T21:15:00,general:58.18|vip:145.45,1128,114847.32,completed,2025-11-17T02:43:33.103530,2025-11-17T02:43:33.103530
con_002002,art_000217,ven_000181,2026-04-19T18:15:00,general:77.22|premium:115.83|vip:193.04|early_bird:61.77|standing:69.5,,,scheduled,2025-11-17T02:43:33.103536,2025-11-17T02:43:33.103536
con_002003,art_000562,ven_000049,2022-02-17T21:15:00,premium:75.99|vip:126.65,4079,413284.28,completed,2025-11-17T02:43:33.103542,2025-11-17T02:43:33.103542
con_002004,art_000094,ven_000080,2024-04-15T18:15:00,general:56.75|premium:85.13|vip:141.88|early_bird:45.4|standing:51.08,11679,888164.59,completed,2025-11-17T02:43:33.103549,2025-11-17T02:43:33.103549
con_002005,art_000766,ven_000151,2022-08-25T21:45:00,general:47.69|premium:71.54|early_bird:38.16|standing:42.93,,,cancelled,2025-11-17T02:43:33.103556,2025-11-17T02:43:33.103556
con_002006,art_000660,ven_000053,2023-06-17T19:45:00,general:65.16|premium:97.73|vip:162.89|early_bird:52.12|seated:78.19,1650,150509.7,completed,2025-11-17T02:43:33.103563,2025-11-17T02:43:33.103563
con_002007,art_000435,ven_000392,2023-11-17T20:30:00,general:65.24|premium:97.85|early_bird:52.19|standing:58.71|seated:78.28,3207,225945.98,completed,2025-11-17T02:43:33.103570,2025-11-17T02:43:33.103570
con_002008,art_000833,ven_000120,2025-10-26T20:45:00,general:45.6|premium:68.39|vip:113.99|early_bird:36.48,238,15735.37,completed,2025-11-17T02:43:33.103577,2025-11-17T02:43:33.103578
con_002009,art_000104,ven_000206,2025-10-16T19:15:00,general:50.43|premium:75.64|early_bird:40.34|seated:60.51,610,34605.3,completed,2025-11-17T02:43:33.103584,2025-11-17T02:43:33.103584
con_002010,art_000286,ven_000218,2023-06-08T20:00:00,vip:170.25|early_bird:54.48|standing:61.29|seated:81.72,1126,103518.81,completed,2025-11-17T02:43:33.103591,2025-11-17T02:43:33.103591
con_002011,art_000712,ven_000044,2022-10-10T21:45:00,general:42.98|premium:64.47|vip:107.45|early_bird:34.38|standing:38.68,296,17047.23,completed,2025-11-17T02:43:33.103598,2025-11-17T02:43:33.103598
con_002012,art_000641,ven_000003,2023-10-23T18:45:00,premium:120.09|early_bird:64.05|standing:72.05|seated:96.07,4276,376565.94,completed,2025-11-17T02:43:33.103606,2025-11-17T02:43:33.103606
con_002013,art_000941,ven_000224,2023-04-05T18:30:00,premium:82.89|vip:138.16|early_bird:44.21,,,cancelled,2025-11-17T02:43:33.103611,2025-11-17T02:43:33.103612
con_002014,art_000884,ven_000341,2023-02-15T19:45:00,general:41.32|vip:103.29|early_bird:33.05|standing:37.19|seated:49.58,2685,141998.91,completed,2025-11-17T02:43:33.103644,2025-11-17T02:43:33.103644
con_002015,art_000446,ven_000492,2022-09-05T21:00:00,premium:113.24|vip:188.74|early_bird:60.4|standing:67.95|seated:90.6,12912,1345249.63,completed,2025-11-17T02:43:33.103651,2025-11-17T02:43:33.103652
con_002016,art_000409,ven_000188,2024-05-05T21:15:00,premium:86.02|vip:143.37|early_bird:45.88|standing:51.61|seated:68.82,2810,222383.4,completed,2025-11-17T02:43:33.103659,2025-11-17T02:43:33.103659
con_002017,art_000870,ven_000056,2024-12-07T18:45:00,vip:147.35|early_bird:47.15,8648,841018.0,completed,2025-11-17T02:43:33.103665,2025-11-17T02:43:33.103665
con_002018,art_000843,ven_000042,2023-09-16T21:15:00,vip:158.47|early_bird:50.71,,,cancelled,2025-11-17T02:43:33.103671,2025-11-17T02:43:33.103671
con_002019,art_000100,ven_000449,2022-11-22T20:30:00,general:76.15|vip:190.38|standing:68.54,255,28480.95,completed,2025-11-17T02:43:33.103678,2025-11-17T02:43:33.103678
con_002020,art_000005,ven_000155,2024-07-05T21:45:00,general:79.92|premium:119.89|vip:199.81|standing:71.93|seated:95.91,5590,634420.28,completed,2025-11-17T02:43:33.103685,2025-11-17T02:43:33.103685
con_002021,art_000327,ven_000297,2024-09-19T18:30:00,general:72.14|premium:108.2|vip:180.34|early_bird:57.71|seated:86.56,10615,1072008.85,completed,2025-11-17T02:43:33.103692,2025-11-17T02:43:33.103692
con_002022,art_000979,ven_000125,2023-12-28T21:00:00,general:58.9|premium:88.35|vip:147.25|early_bird:47.12,11416,974983.48,completed,2025-11-17T02:43:33.103699,2025-11-17T02:43:33.103699
con_002023,art_000117,ven_000182,2023-02-15T20:45:00,general:76.9|premium:115.36|vip:192.26|early_bird:61.52,10070,1122905.7,completed,2025-11-17T02:43:33.103706,2025-11-17T02:43:33.103706
con_002024,art_000001,ven_000187,2021-08-28T19:15:00,general:46.39|vip:115.97|standing:41.75|seated:55.67,7057,458316.87,completed,2025-11-17T02:43:33.103714,2025-11-17T02:43:33.103714
con_002025,art_000662,ven_000014,2024-02-06T19:45:00,general:132.03|vip:330.07|early_bird:105.62|standing:118.83|seated:158.44,56380,9528107.24,completed,2025-11-17T02:43:33.103726,2025-11-17T02:43:33.103726
con_002026,art_000885,ven_000049,2025-10-06T20:30:00,vip:97.41|early_bird:31.17|standing:35.07|seated:46.76,3337,175534.54,completed,2025-11-17T02:43:33.103733,2025-11-17T02:43:33.103733
con_002027,art_000082,ven_000407,2023-09-12T18:45:00,general:72.6|premium:108.9|early_bird:58.08|seated:87.12,9041,738423.67,completed,2025-11-17T02:43:33.103742,2025-11-17T02:43:33.103742
con_002028,art_000586,ven_000403,2024-03-22T19:45:00,premium:183.94|early_bird:98.1|standing:110.37|seated:147.16,,,cancelled,2025-11-17T02:43:33.103751,2025-11-17T02:43:33.103751
con_002029,art_000143,ven_000032,2025-06-26T19:45:00,general:47.94|vip:119.86|standing:43.15,177,12446.05,completed,2025-11-17T02:43:33.103759,2025-11-17T02:43:33.103760
con_002030,art_000392,ven_000172,2022-12-31T18:30:00,general:66.54|premium:99.81|early_bird:53.23|standing:59.88|seated:79.84,5430,390199.8,completed,2025-11-17T02:43:33.103769,2025-11-17T02:43:33.103769
con_002031,art_000032,ven_000461,2022-05-24T18:30:00,general:65.89|premium:98.84|early_bird:52.71|standing:59.3,5901,408260.68,completed,2025-11-17T02:43:33.103777,2025-11-17T02:43:33.103777
con_002032,art_000973,ven_000446,2025-03-14T20:15:00,premium:69.46|vip:115.76|early_bird:37.04,5502,407624.84,completed,2025-11-17T02:43:33.103787,2025-11-17T02:43:33.103787
con_002033,art_000085,ven_000196,2023-05-23T19:30:00,general:69.07|vip:172.68|early_bird:55.26|seated:82.89,3882,368692.95,completed,2025-11-17T02:43:33.103796,2025-11-17T02:43:33.103796
con_002034,art_000505,ven_000042,2023-09-07T20:15:00,general:43.91|premium:65.87|early_bird:35.13|seated:52.7,426,21045.47,completed,2025-11-17T02:43:33.103803,2025-11-17T02:43:33.103804
con_002035,art_000378,ven_000407,2024-01-29T21:30:00,general:66.22|premium:99.33|standing:59.6|seated:79.47,8333,634599.61,completed,2025-11-17T02:43:33.103811,2025-11-17T02:43:33.103811
con_002036,art_000463,ven_000307,2024-01-25T19:45:00,vip:88.67|early_bird:28.37|standing:31.92|seated:42.56,990,47401.2,completed,2025-11-17T02:43:33.103818,2025-11-17T02:43:33.103818
con_002037,art_000654,ven_000363,2023-10-22T20:15:00,general:54.69|premium:82.04|standing:49.22,413,25599.12,completed,2025-11-17T02:43:33.103826,2025-11-17T02:43:33.103826
con_002038,art_000250,ven_000027,2026-05-27T20:00:00,general:51.14|premium:76.71|vip:127.84|early_bird:40.91|standing:46.02,,,scheduled,2025-11-17T02:43:33.103835,2025-11-17T02:43:33.103836
con_002039,art_000068,ven_000018,2025-04-30T21:00:00,premium:76.26|vip:127.1|early_bird:40.67|standing:45.76|seated:61.01,204,14312.64,completed,2025-11-17T02:43:33.103843,2025-11-17T02:43:33.103843
con_002040,art_000248,ven_000457,2024-09-07T21:30:00,general:39.81|premium:59.72|early_bird:31.85|standing:35.83|seated:47.78,210,9029.58,completed,2025-11-17T02:43:33.103849,2025-11-17T02:43:33.103849
con_002041,art_000410,ven_000238,2024-09-27T19:30:00,vip:139.7|early_bird:44.71|standing:50.29,960,75104.0,completed,2025-11-17T02:43:33.103856,2025-11-17T02:43:33.103856
con_002042,art_000776,ven_000244,2021-06-22T18:00:00,general:126.65|premium:189.98|standing:113.99|seated:151.98,53418,7780331.7,completed,2025-11-17T02:43:33.103863,2025-11-17T02:43:33.103863
con_002043,art_000384,ven_000206,2021-02-11T19:00:00,premium:67.05|vip:111.76|early_bird:35.76|standing:40.23|seated:53.64,560,34545.28,completed,2025-11-17T02:43:33.103870,2025-11-17T02:43:33.103870
con_002044,art_000371,ven_000278,2021-06-15T21:00:00,general:70.96|premium:106.45|vip:177.41|standing:63.87|seated:85.16,1469,148031.13,completed,2025-11-17T02:43:33.103879,2025-11-17T02:43:33.103879
con_002045,art_000841,ven_000378,2021-07-12T20:15:00,general:69.93|premium:104.9|vip:174.83|early_bird:55.95|standing:62.94|seated:83.92,426,39225.37,completed,2025-11-17T02:43:33.103889,2025-11-17T02:43:33.103889
con_002046,art_000238,ven_000387,2023-11-25T19:45:00,general:68.16|premium:102.24|early_bird:54.53|standing:61.34,9322,667152.23,completed,2025-11-17T02:43:33.103899,2025-11-17T02:43:33.103899
con_002047,art_000523,ven_000118,2025-06-27T21:30:00,general:57.41|premium:86.12|vip:143.53|early_bird:45.93|seated:68.89,814,65426.06,completed,2025-11-17T02:43:33.103908,2025-11-17T02:43:33.103908
con_002048,art_000063,ven_000338,2023-08-16T18:45:00,premium:133.3|early_bird:71.09|standing:79.98|seated:106.64,19979,1952997.2,completed,2025-11-17T02:43:33.103914,2025-11-17T02:43:33.103915
con_002049,art_000116,ven_000345,2024-12-28T21:15:00,general:46.38|vip:115.95|seated:55.65,246,17874.36,completed,2025-11-17T02:43:33.103921,2025-11-17T02:43:33.103921
con_002050,art_000738,ven_000163,2022-01-18T21:00:00,general:63.92|premium:95.89|vip:159.81|seated:76.71,12201,1208905.58,completed,2025-11-17T02:43:33.103928,2025-11-17T02:43:33.103928
con_002051,art_000539,ven_000271,2024-06-17T21:00:00,general:122.95|premium:184.43|vip:307.38|early_bird:98.36|standing:110.66|seated:147.54,50075,8106474.83,completed,2025-11-17T02:43:33.103935,2025-11-17T02:43:33.103935
con_002052,art_000788,ven_000013,2023-12-17T21:15:00,premium:77.32|vip:128.86|standing:46.39|seated:61.85,909,71451.95,completed,2025-11-17T02:43:33.103942,2025-11-17T02:43:33.103942
con_002053,art_000862,ven_000241,2026-01-06T20:45:00,general:69.47|premium:104.21|vip:173.69|early_bird:55.58|standing:62.53|seated:83.37,,,scheduled,2025-11-17T02:43:33.103949,2025-11-17T02:43:33.103949
con_002054,art_000964,ven_000130,2023-04-22T20:45:00,general:107.53|premium:161.29|vip:268.82|early_bird:86.02|standing:96.78|seated:129.03,38919,5510087.15,completed,2025-11-17T02:43:33.103959,2025-11-17T02:43:33.103960
con_002055,art_000376,ven_000440,2024-04-07T18:45:00,general:55.46|early_bird:44.37|seated:66.55,,,cancelled,2025-11-17T02:43:33.103968,2025-11-17T02:43:33.103968
con_002056,art_000512,ven_000480,2025-04-13T18:45:00,general:57.59|premium:86.39|early_bird:46.07|standing:51.83|seated:69.11,3056,190077.09,completed,2025-11-17T02:43:33.103979,2025-11-17T02:43:33.103979
con_002057,art_000660,ven_000328,2021-11-24T20:30:00,premium:98.85|vip:164.74|standing:59.31|seated:79.08,2268,227922.66,completed,2025-11-17T02:43:33.103988,2025-11-17T02:43:33.103988
con_002058,art_000038,ven_000118,2025-05-04T21:15:00,general:66.85|vip:167.12|early_bird:53.48|seated:80.22,915,84104.51,completed,2025-11-17T02:43:33.103997,2025-11-17T02:43:33.103997
con_002059,art_000715,ven_000444,2024-08-06T19:45:00,premium:169.85|vip:283.08|early_bird:90.58|standing:101.91|seated:135.88,,,cancelled,2025-11-17T02:43:33.104005,2025-11-17T02:43:33.104005
con_002060,art_000474,ven_000216,2024-04-07T18:00:00,early_bird:48.5|seated:72.75,2012,121977.5,completed,2025-11-17T02:43:33.104013,2025-11-17T02:43:33.104014
con_002061,art_000783,ven_000341,2024-07-17T21:30:00,general:56.92|standing:51.23|seated:68.3,3425,201447.08,completed,2025-11-17T02:43:33.104022,2025-11-17T02:43:33.104022
con_002062,art_000389,ven_000095,2021-07-15T18:30:00,premium:176.38|early_bird:94.07|standing:105.83,,,cancelled,2025-11-17T02:43:33.104029,2025-11-17T02:43:33.104029
con_002063,art_000565,ven_000210,2024-02-24T20:00:00,general:57.35|vip:143.37|early_bird:45.88|standing:51.61,5369,400272.37,completed,2025-11-17T02:43:33.104036,2025-11-17T02:43:33.104036
con_002064,art_000819,ven_000235,2023-08-14T19:15:00,premium:117.85|vip:196.41|early_bird:62.85|standing:70.71|seated:94.28,,,cancelled,2025-11-17T02:43:33.104042,2025-11-17T02:43:33.104042
con_002065,art_000572,ven_000439,2023-07-20T19:45:00,general:56.68|early_bird:45.34|standing:51.01|seated:68.02,9650,533283.12,completed,2025-11-17T02:43:33.104049,2025-11-17T02:43:33.104049
con_002066,art_000022,ven_000318,2022-10-20T19:30:00,general:82.98|premium:124.48|vip:207.46|early_bird:66.39|standing:74.69|seated:99.58,9750,1065317.5,completed,2025-11-17T02:43:33.104056,2025-11-17T02:43:33.104056
con_002067,art_000426,ven_000124,2022-07-16T21:45:00,general:37.07|premium:55.6|vip:92.67|early_bird:29.66|standing:33.36|seated:44.48,144,7028.16,completed,2025-11-17T02:43:33.104063,2025-11-17T02:43:33.104064
con_002068,art_000676,ven_000107,2024-02-01T20:30:00,general:48.34|premium:72.52|vip:120.86|early_bird:38.68|standing:43.51|seated:58.01,135,8593.2,completed,2025-11-17T02:43:33.104071,2025-11-17T02:43:33.104071
con_002069,art_000609,ven_000267,2022-12-15T21:30:00,general:59.33|premium:88.99|vip:148.32|early_bird:47.46,333,28646.32,completed,2025-11-17T02:43:33.104078,2025-11-17T02:43:33.104078
con_002070,art_000291,ven_000413,2023-09-21T20:15:00,general:68.86|premium:103.29|vip:172.15|early_bird:55.09|standing:61.97,431,39769.23,completed,2025-11-17T02:43:33.104085,2025-11-17T02:43:33.104085
con_002071,art_000842,ven_000260,2024-02-04T19:45:00,general:77.96|premium:116.94|vip:194.9|standing:70.16|seated:93.55,21879,2422049.06,completed,2025-11-17T02:43:33.104092,2025-11-17T02:43:33.104092
con_002072,art_000906,ven_000114,2021-07-10T19:30:00,general:47.35|premium:71.02|vip:118.36,278,21936.98,completed,2025-11-17T02:43:33.104098,2025-11-17T02:43:33.104098
con_002073,art_000620,ven_000085,2023-12-25T21:45:00,general:62.25|premium:93.38|vip:155.63|standing:56.03,969,88976.0,completed,2025-11-17T02:43:33.104105,2025-11-17T02:43:33.104105
con_002074,art_000089,ven_000164,2024-06-01T19:15:00,general:48.54|premium:72.81|vip:121.35|early_bird:38.83|seated:58.25,3079,209236.52,completed,2025-11-17T02:43:33.104113,2025-11-17T02:43:33.104113
con_002075,art_000167,ven_000069,2023-12-21T20:30:00,general:53.92|premium:80.89|vip:134.81|early_bird:43.14|standing:48.53|seated:64.71,1089,77319.0,completed,2025-11-17T02:43:33.104123,2025-11-17T02:43:33.104123
con_002076,art_000760,ven_000331,2022-10-12T19:00:00,general:80.59|premium:120.89|vip:201.48|early_bird:64.47,6802,794864.72,completed,2025-11-17T02:43:33.104134,2025-11-17T02:43:33.104134
con_002077,art_000712,ven_000306,2022-02-23T20:00:00,general:99.65|premium:149.48|vip:249.12|seated:119.58,35718,5516912.99,completed,2025-11-17T02:43:33.104145,2025-11-17T02:43:33.104145
